0,83
1,73
2,89
3,25
4,31
5,46
6,13
7,22
8,2
9,72
10,2
11,54
12,99
13,59
14,82
15,40
16,34
17,64
18,97
19,45
20,65
21,71
22,28
23,4
24,88
25,58
26,0
27,2
28,90
29,54
30,53
31,90
32,26
33,31
34,7
35,40
36,62
37,87
38,90
39,30
40,42
41,34
42,88
43,35
44,79
45,25
46,91
47,16
48,68
49,59
50,46
51,75
52,71
53,67
54,92
55,79
56,18
57,7
58,41
59,49
60,25
61,76
62,83
63,29
64,86
65,50
66,61
67,38
68,66
69,39
70,97
71,39
72,39
73,89
74,36
75,20
76,43
77,40
78,0
79,49
80,36
81,28
82,98
83,31
84,83
85,70
86,80
87,83
88,22
89,0
90,56
91,90
92,96
93,99
94,22
95,10
96,14
97,93
98,50
99,82
0,14
1,32
2,68
3,56
4,32
5,89
6,5
7,60
8,45
9,40
10,74
11,29
12,64
13,43
14,42
15,77
16,86
17,20
18,10
19,92
20,63
21,86
22,56
23,52
24,79
25,15
26,86
27,61
28,85
29,52
30,28
31,73
32,39
33,22
34,50
35,39
36,27
37,59
38,91
39,36
40,42
41,69
42,93
43,29
44,2
45,30
46,40
47,95
48,63
49,44
50,93
51,15
52,72
53,64
54,78
55,52
56,11
57,50
58,49
59,58
60,87
61,7
62,41
63,89
64,69
65,71
66,50
67,2
68,57
69,57
70,50
71,97
72,56
73,93
74,36
75,65
76,35
77,13
78,85
79,87
80,20
81,36
82,31
83,7
84,76
85,60
86,60
87,92
88,42
89,89
90,2
91,1
92,86
93,14
94,26
95,17
96,35
97,64
98,20
99,26
0,25
1,54
2,84
3,21
4,41
5,40
6,88
7,54
8,55
9,69
10,99
11,34
12,49
13,29
14,45
15,43
16,65
17,77
18,39
19,87
20,3
21,1
22,66
23,37
24,35
25,21
26,21
27,13
28,18
29,17
30,92
31,22
32,58
33,12
34,72
35,7
36,44
37,4
38,72
39,72
40,93
41,16
42,90
43,60
44,30
45,27
46,67
47,12
48,38
49,40
50,16
51,16
52,16
53,79
54,0
55,21
56,69
57,38
58,37
59,84
60,10
61,70
62,8
63,53
64,45
65,32
66,84
67,92
68,30
69,74
70,74
71,93
72,11
73,1
74,88
75,21
76,74
77,13
78,31
79,74
80,23
81,6
82,28
83,43
84,37
85,14
86,14
87,66
88,45
89,24
90,71
91,39
92,67
93,84
94,18
95,5
96,1
97,40
98,98
99,91
0,33
1,73
2,18
3,71
4,32
5,84
6,50
7,87
8,0
9,22
10,72
11,65
12,61
13,78
14,25
15,53
16,62
17,57
18,24
19,79
20,88
21,79
22,70
23,73
24,57
25,46
26,2
27,80
28,58
29,53
30,98
31,41
32,50
33,31
34,26
35,0
36,69
37,8
38,47
39,9
40,49
41,12
42,91
43,6
44,74
45,12
46,35
47,32
48,73
49,13
50,25
51,71
52,6
53,88
54,93
55,94
56,4
57,39
58,53
59,2
60,78
61,2
62,37
63,97
64,29
65,73
66,29
67,64
68,76
69,77
70,57
71,55
72,44
73,66
74,14
75,10
76,91
77,83
78,10
79,83
80,81
81,40
82,86
83,66
84,46
85,34
86,28
87,66
88,1
89,27
90,1
91,4
92,85
93,53
94,37
95,96
96,6
97,57
98,72
99,69
0,5
1,19
2,65
3,14
4,69
5,88
6,88
7,16
8,93
9,97
10,38
11,84
12,47
13,87
14,55
15,60
16,14
17,60
18,15
19,50
20,71
21,52
22,11
23,30
24,36
25,5
26,92
27,78
28,86
29,40
30,84
31,5
32,99
33,72
34,70
35,81
36,39
37,56
38,60
39,90
40,36
41,8
42,95
43,91
44,10
45,85
46,72
47,55
48,59
49,84
50,94
51,75
52,68
53,74
54,43
55,30
56,0
57,21
58,88
59,1
60,35
61,13
62,12
63,99
64,12
65,83
66,70
67,11
68,33
69,15
70,45
71,87
72,55
73,99
74,30
75,25
76,75
77,65
78,24
79,96
80,74
81,89
82,16
83,80
84,94
85,47
86,66
87,57
88,34
89,65
90,85
91,26
92,64
93,38
94,52
95,44
96,90
97,75
98,44
99,18
0,97
1,25
2,34
3,96
4,81
5,94
6,35
7,76
8,32
9,88
10,27
11,4
12,67
13,16
14,63
15,96
16,32
17,8
18,22
19,87
20,17
21,33
22,20
23,40
24,50
25,94
26,79
27,68
28,30
29,95
30,24
31,3
32,50
33,44
34,32
35,74
36,55
37,96
38,55
39,74
40,9
41,87
42,30
43,39
44,37
45,45
46,9
47,92
48,20
49,4
50,31
51,78
52,43
53,85
54,47
55,16
56,7
57,89
58,22
59,95
60,27
61,65
62,59
63,58
64,9
65,15
66,77
67,12
68,37
69,94
70,10
71,63
72,92
73,1
74,38
75,30
76,30
77,91
78,69
79,97
80,33
81,62
82,18
83,67
84,60
85,58
86,94
87,54
88,44
89,68
90,12
91,72
92,19
93,52
94,90
95,26
96,95
97,72
98,58
99,80
0,14
1,19
2,24
3,37
4,53
5,71
6,40
7,35
8,71
9,76
10,49
11,71
12,22
13,20
14,59
15,13
16,50
17,62
18,43
19,82
20,69
21,79
22,16
23,65
24,15
25,89
26,29
27,79
28,68
29,36
30,13
31,12
32,37
33,54
34,29
35,76
36,60
37,69
38,2
39,23
40,94
41,48
42,37
43,81
44,33
45,87
46,98
47,29
48,71
49,51
50,60
51,38
52,24
53,17
54,14
55,76
56,22
57,30
58,25
59,98
60,21
61,78
62,91
63,16
64,43
65,20
66,93
67,14
68,63
69,3
70,96
71,1
72,80
73,57
74,87
75,97
76,22
77,5
78,87
79,97
80,25
81,8
82,25
83,62
84,5
85,90
86,16
87,86
88,72
89,15
90,34
91,62
92,69
93,89
94,20
95,37
96,54
97,82
98,1
99,96
0,74
1,81
2,5
3,72
4,60
5,83
6,9
7,85
8,2
9,96
10,93
11,35
12,8
13,39
14,38
15,69
16,24
17,71
18,33
19,42
20,2
21,75
22,67
23,24
24,53
25,86
26,22
27,58
28,15
29,99
30,98
31,59
32,55
33,76
34,5
35,73
36,69
37,90
38,8
39,19
40,61
41,61
42,15
43,77
44,68
45,68
46,12
47,6
48,65
49,5
50,66
51,44
52,1
53,32
54,50
55,53
56,12
57,69
58,42
59,72
60,33
61,25
62,73
63,38
64,35
65,10
66,89
67,9
68,99
69,35
70,76
71,41
72,84
73,61
74,87
75,86
76,26
77,8
78,65
79,98
80,22
81,74
82,52
83,37
84,37
85,8
86,92
87,87
88,66
89,70
90,17
91,81
92,4
93,50
94,70
95,34
96,11
97,56
98,91
99,35
0,69
1,33
2,48
3,28
4,85
5,15
6,25
7,43
8,69
9,15
10,38
11,19
12,54
13,28
14,42
15,81
16,20
17,77
18,9
19,78
20,23
21,55
22,28
23,19
24,2
25,90
26,73
27,45
28,76
29,63
30,23
31,40
32,55
33,88
34,69
35,38
36,63
37,97
38,62
39,53
40,37
41,58
42,83
43,73
44,85
45,51
46,38
47,52
48,59
49,33
50,37
51,76
52,73
53,80
54,94
55,94
56,47
57,3
58,87
59,2
60,21
61,61
62,2
63,21
64,97
65,25
66,76
67,71
68,92
69,56
70,2
71,97
72,36
73,35
74,70
75,9
76,93
77,32
78,47
79,61
80,98
81,48
82,41
83,89
84,49
85,57
86,18
87,19
88,67
89,75
90,28
91,4
92,67
93,25
94,67
95,60
96,1
97,12
98,92
99,98
0,58
1,94
2,14
3,31
4,42
5,16
6,37
7,11
8,86
9,43
10,88
11,80
12,62
13,83
14,10
15,94
16,75
17,34
18,92
19,52
20,15
21,49
22,10
23,86
24,45
25,26
26,40
27,48
28,61
29,30
30,16
31,56
32,31
33,52
34,97
35,9
36,41
37,59
38,46
39,52
40,78
41,47
42,25
43,82
44,70
45,27
46,77
47,33
48,99
49,40
50,66
51,12
52,16
53,21
54,39
55,13
56,63
57,5
58,87
59,34
60,20
61,47
62,67
63,30
64,96
65,85
66,3
67,60
68,17
69,96
70,38
71,18
72,99
73,39
74,45
75,79
76,23
77,86
78,24
79,57
80,8
81,77
82,13
83,41
84,98
85,12
86,51
87,71
88,67
89,24
90,81
91,8
92,42
93,45
94,13
95,40
96,65
97,50
98,94
99,24
0,89
1,45
2,75
3,94
4,39
5,40
6,21
7,30
8,2
9,51
10,28
11,37
12,79
13,62
14,4
15,83
16,0
17,81
18,90
19,8
20,26
21,70
22,16
23,90
24,9
25,87
26,31
27,38
28,23
29,3
30,12
31,10
32,15
33,65
34,0
35,23
36,21
37,54
38,26
39,90
40,26
41,78
42,6
43,11
44,89
45,77
46,25
47,93
48,71
49,40
50,28
51,19
52,78
53,17
54,45
55,46
56,14
57,76
58,67
59,97
60,85
61,12
62,16
63,60
64,21
65,39
66,31
67,55
68,18
69,48
70,81
71,11
72,34
73,82
74,62
75,96
76,71
77,16
78,98
79,52
80,86
81,19
82,68
83,25
84,74
85,66
86,54
87,91
88,5
89,63
90,43
91,74
92,78
93,39
94,74
95,59
96,21
97,51
98,83
