0,60
1,42
2,43
3,58
4,3
5,71
6,9
7,90
8,4
9,61
10,63
11,14
12,56
13,44
14,28
15,92
16,92
17,40
18,63
19,87
20,5
21,10
22,57
23,16
24,5
25,56
26,97
27,69
28,25
29,40
30,45
31,31
32,24
33,50
34,80
35,99
36,11
37,97
38,23
39,84
40,94
41,47
42,97
43,27
44,42
45,13
46,28
47,2
48,90
49,89
50,19
51,21
52,66
53,53
54,0
55,77
56,15
57,14
58,82
59,8
60,18
61,41
62,81
63,14
64,59
65,75
66,86
67,49
68,15
69,28
70,49
71,76
72,40
73,28
74,2
75,31
76,29
77,14
78,66
79,99
80,28
81,28
82,73
83,14
84,17
85,33
86,95
87,80
88,61
89,38
90,69
91,43
92,6
93,0
94,33
95,73
96,40
97,69
98,5
99,92
0,38
1,97
2,1
3,45
4,51
5,33
6,56
7,63
8,51
9,71
10,61
11,41
12,64
13,87
14,60
15,58
16,22
17,94
18,76
19,59
20,50
21,58
22,26
23,48
24,6
25,60
26,68
27,83
28,50
29,57
30,79
31,32
32,22
33,20
34,83
35,6
36,0
37,57
38,36
39,62
40,52
41,48
42,22
43,9
44,80
45,21
46,30
47,42
48,93
49,33
50,62
51,39
52,53
53,53
54,48
55,40
56,97
57,83
58,51
59,23
60,91
61,3
62,30
63,78
64,62
65,74
66,82
67,92
68,8
69,96
70,64
71,11
72,10
73,78
74,93
75,92
76,61
77,50
78,12
79,9
80,82
81,75
82,10
83,77
84,64
85,41
86,29
87,27
88,28
89,38
90,75
91,7
92,43
93,91
94,37
95,71
96,12
97,66
98,56
99,58
0,26
1,5
2,43
3,11
4,70
5,45
6,80
7,51
8,97
9,54
10,44
11,95
12,25
13,96
14,56
15,20
16,82
17,3
18,29
19,55
20,3
21,68
22,61
23,29
24,89
25,66
26,15
27,63
28,32
29,56
30,61
31,1
32,71
33,42
34,11
35,31
36,27
37,76
38,1
39,88
40,52
41,67
42,74
43,7
44,97
45,4
46,50
47,16
48,56
49,35
50,93
51,73
52,66
53,71
54,83
55,33
56,31
57,14
58,30
59,2
60,7
61,34
62,90
63,19
64,13
65,85
66,94
67,65
68,16
69,33
70,25
71,4
72,47
73,47
74,68
75,8
76,94
77,3
78,31
79,5
80,35
81,69
82,82
83,99
84,51
85,10
86,72
87,87
88,11
89,73
90,85
91,94
92,93
93,90
94,97
95,86
96,40
97,4
98,50
99,66
0,64
1,56
2,18
3,64
4,73
5,41
6,21
7,95
8,50
9,4
10,37
11,78
12,53
13,2
14,50
15,34
16,95
17,95
18,25
19,0
20,48
21,90
22,69
23,75
24,76
25,76
26,7
27,80
28,70
29,56
30,79
31,29
32,23
33,27
34,69
35,99
36,80
37,19
38,65
39,72
40,90
41,69
42,1
43,30
44,84
45,50
46,22
47,50
48,39
49,28
50,75
51,35
52,8
53,82
54,40
55,59
56,52
57,92
58,49
59,87
60,6
61,92
62,9
63,9
64,8
65,49
66,71
67,9
68,72
69,10
70,8
71,20
72,63
73,79
74,75
75,32
76,76
77,90
78,7
79,34
80,34
81,79
82,62
83,74
84,51
85,83
86,2
87,37
88,9
89,32
90,7
91,7
92,94
93,39
94,80
95,50
96,71
97,57
98,6
99,44
0,21
1,86
2,52
3,19
4,94
5,43
6,91
7,48
8,35
9,17
10,73
11,65
12,2
13,32
14,48
15,75
16,6
17,32
18,14
19,41
20,15
21,83
22,95
23,59
24,98
25,40
26,60
27,76
28,73
29,41
30,70
31,85
32,19
33,42
34,2
35,58
36,51
37,96
38,95
39,37
40,43
41,76
42,86
43,2
44,9
45,28
46,76
47,18
48,28
49,82
50,99
51,37
52,57
53,2
54,52
55,42
56,18
57,1
58,93
59,55
60,81
61,52
62,85
63,7
64,59
65,70
66,70
67,69
68,3
69,99
70,83
71,23
72,13
73,98
74,94
75,46
76,12
77,2
78,71
79,38
80,84
81,26
82,86
83,9
84,59
85,99
86,75
87,47
88,38
89,81
90,40
91,26
92,94
93,74
94,22
95,25
96,2
97,71
98,76
99,0
0,93
1,69
2,74
